Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
"2-Chloro-1,4-diaminobenzene",615-66-7,0,Inactive,0,Inactive
"2-Chloro-1,4-diaminobenzene sulfate",61702-44-1,0,Inactive,0,Inactive
"2-chlorobenzene-1,4-diammonium sulphate",6219-71-2,0,Inactive,0,Inactive
2-Chloro-5-methylphenol,615-74-7,0,Suspicious,1,VeryWeak
5-METHYL-2-CHLOROPHENOL,608-26-4,0,Suspicious,1,VeryWeak
"Propanoic acid,2-hydroxy-,propylester",616-09-1,0,Inactive,0,Inactive
Propyl L-lactate,53651-69-7,0,Inactive,0,Inactive
"1,2-Dichlorobutane",616-21-7,0,Inactive,0,Inactive
"2,3-Dichloro-1-propanol",616-23-9,0,Inactive,0,Inactive
Dimethyl carbonate,616-38-6,0,Inactive,0,Suspicious
2-Pyrrolidinone,616-45-5,0,Inactive,0,Inactive
"Formaldehyde, polymer with 2-pyrrolidinone, calcium salt",142702-41-8,0,Inactive,0,Inactive
1-Methylimidazole,616-47-7,0,Inactive,0,Inactive
Trimecaine,616-68-2,0,Inactive,0,Inactive
Trimecaine monohydrochloride,1027-14-1,0,Inactive,0,Inactive
4-Ethoxy-2-nitroaniline,616-86-4,0,Inactive,0,Inactive
N-Acetyl-L-cysteine,616-91-1,0,Inactive,0,Inactive
N-Acetylcysteine,7218-04-4,0,Inactive,0,Inactive
Dicethiamine hydrochloride,616-96-6,0,Inactive,0,Inactive
"O,S-dicarbethoxythiamine",137-76-8,0,Inactive,0,Inactive
Diethylformamide,617-84-5,0,Inactive,0,Inactive
Furfurylamine,617-89-0,0,Inactive,0,Inactive
2-Phenylpropan-2-ol,617-94-7,0,Inactive,0,Inactive
"3,4-Dimethylbenzenesulfonic acid",618-01-9,0,Inactive,0,Inactive
Sodium xylenesulfonate,1300-72-7,0,Inactive,0,Inactive
Benzenecarboximidamide,618-39-3,0,Inactive,0,Inactive
"Benzenecarboximidamide, monohydrochloride",1670-14-0,0,Inactive,0,Inactive
3-Isopropylphenol,618-45-1,0,Suspicious,0,Suspicious
"Phenol, isopropylated",90480-88-9,0,Suspicious,0,Suspicious
"3,5-Dinitroaniline",618-87-1,0,Inactive,0,Inactive
5-Nitroisophthalic acid,618-88-2,0,Inactive,0,Inactive
zinc 5-nitroisophthalate,60580-61-2,0,Inactive,0,Inactive
"2,5-Dinitrotoluene",619-15-8,0,Inactive,0,Inactive
4-Nitroanthranilic acid,619-17-0,0,Inactive,0,Inactive
3-Nitrobenzyl chloride,619-23-8,0,Inactive,0,Inactive
Methyl p-nitrobenzoate,619-50-1,0,Inactive,0,Inactive
"Benzoic acid, 4-cyano-",619-65-8,0,Inactive,0,Inactive
4-Carboxybenzaldehyde,619-66-9,0,Inactive,0,Inactive
4-Hydrazinobenzoic acid,619-67-0,0,Inactive,0,Inactive
4-Hydrazinobenzoic acid hydrochloride,24589-77-3,0,Inactive,0,Inactive
4-Nitrobenzyl alcohol,619-73-8,0,Inactive,0,Inactive
4-Nitrobenzamide,619-80-7,0,Inactive,0,Inactive
3-Ethyltoluene,620-14-4,0,Suspicious,0,Suspicious
Ethyltoluene,25550-14-5,0,Suspicious,0,Suspicious
3-Ethylphenol,620-17-7,0,Suspicious,0,Suspicious
1-Chloro-3-(chloromethyl)-benzene,620-20-2,0,Inactive,0,Inactive
3-Methylbenzonitrile,620-22-4,0,Inactive,0,Inactive
Tribenzylamine,620-40-6,0,Suspicious,0,Suspicious
4-Nitrophenyl phenyl ether,620-88-2,0,Suspicious,0,Suspicious
Bis(4-hydroxyphenyl)methane,620-92-8,1,Weak,1,Weak
N-Benzyl-N-hydroxy-1-phenylmethanamine,621-07-8,0,Suspicious,0,Suspicious
Benzyl sulfoxide,621-08-9,0,Suspicious,0,Suspicious
Dicyclohexyl maleate,621-13-6,0,Suspicious,0,Suspicious
"1,3,5-Trimethoxybenzene",621-23-8,0,Inactive,0,Inactive
3-Ethylaminophenol,621-31-8,0,Suspicious,0,Inactive
3-Ethoxyaniline,621-33-0,0,Inactive,0,Inactive
3-Acetamidophenol,621-42-1,0,Suspicious,0,Inactive
"Benzaldehyde,3-hydroxy-4-methoxy-",621-59-0,0,Suspicious,0,Suspicious
N-Nitrosodipropylamine,621-64-7,0,Inactive,0,Inactive
Tridecanoin C10:0,621-71-6,0,Inactive,0,Inactive
Tripropyl orthoformate,621-76-1,0,Inactive,0,Inactive
Tripentylamine,621-77-2,0,Inactive,0,Inactive
"1,2-Bis(phenylthio)ethane",622-20-8,0,Suspicious,0,Suspicious
(2-Chloroethenyl)-benzene,622-25-3,0,Inactive,0,Suspicious
4-(2-Hydroxyethyl)morpholine,622-40-2,0,Inactive,0,Inactive
Cyclohexyl acetate,622-45-7,0,Inactive,0,Inactive
p-Tolylurea,622-51-5,0,Inactive,0,Inactive
4-Ethoxyphenol,622-62-8,0,Suspicious,1,VeryWeak
Benzyl isothiocyanate,622-78-6,0,Inactive,0,Inactive
4-Ethyltoluene,622-96-8,0,Suspicious,0,Suspicious
4-Methylstyrene,622-97-9,0,Suspicious,0,Suspicious
"methylstyrene, mixed isomers",1319-73-9,0,Suspicious,0,Suspicious
4-Chlorobenzonitrile,623-03-0,0,Inactive,0,Inactive
Furfural acetone,623-15-4,0,Inactive,0,Inactive
Furfuryl acetate,623-17-6,0,Inactive,0,Inactive
"alpha,alpha'-Dichloro-p-xylene",623-25-6,0,Inactive,0,Inactive
3-(2-Furyl)acrolein,623-30-3,0,Inactive,0,Inactive
(E)-3-(2-Furyl)acrolein,39511-08-5,0,Inactive,0,Inactive
Ethyl glycinate hydrochloride,623-33-6,0,Inactive,0,Inactive
Amino-acetic acid ethyl ester,459-73-4,0,Inactive,0,Inactive
2-Methylpent-2-enal,623-36-9,0,Inactive,0,Inactive
1-O-Methylglycerol,623-39-2,0,Inactive,0,Inactive
Methyl butyrate,623-42-7,0,Inactive,0,Inactive
"Acetic acid,mercapto-,ethylester",623-51-8,0,Inactive,0,Inactive
Ethyl crotonate,623-70-1,0,Inactive,0,Inactive
ethyl crotonate,10544-63-5,0,Inactive,0,Inactive
"Propane-1,2-diyl diacetate",623-84-7,0,Inactive,0,Inactive
"1,4-Diiodobenzene",624-38-4,0,Inactive,0,Suspicious
2-Methylbutyl acetate,624-41-9,0,Inactive,0,Inactive
Dimethyl maleate,624-48-6,0,Inactive,0,Inactive
dimethyl fumarate,624-49-7,0,Inactive,0,Inactive
Pentyl propionate,624-54-4,0,Inactive,0,Inactive
Ethylhydrazine,624-80-6,0,Inactive,0,Inactive
Ethylhydrazine hydrochloride,18413-14-4,0,Inactive,0,Inactive
Methyl isocyanate,624-83-9,0,Inactive,0,Inactive
Formylhydrazine,624-84-0,0,Inactive,0,Inactive
Methyl disulfide,624-92-0,0,Inactive,0,Inactive
Isovaleronitrile,625-28-5,0,Inactive,0,Inactive
Methoxyacetic acid,625-45-6,0,Inactive,0,Inactive
2-Nitroethanol,625-48-9,0,Inactive,0,Inactive
Isopropyl formate,625-55-8,0,Inactive,0,Inactive
"2,4-Pentanediol",625-69-4,0,Suspicious,0,Suspicious
D-3-Hydroxybutyric acid,625-72-9,0,Inactive,0,Inactive
3-hydroxybutyric acid,300-85-6,0,Inactive,0,Inactive
(S)-3-hydroxybutyric acid,6168-83-8,0,Inactive,0,Inactive
3-Hydroxybutyric acid,625-71-8,0,Inactive,0,Inactive
"2,5-Dimethylfuran",625-86-5,0,Inactive,0,Inactive
"N-Nitrosobis(2,2,2-trifluoroethyl) amine",625-89-8,0,Inactive,0,Inactive
3-Iodophenol,626-02-8,1,VeryWeak,1,VeryWeak
"1,3-Benzenedicarbonitrile",626-17-5,0,Inactive,0,Inactive
Pentan-2-yl acetate,626-38-0,0,Inactive,0,Inactive
"1,3,5-Tribromobenzene",626-39-1,0,Inactive,0,Inactive
"3,5-Dichloroaniline",626-43-7,0,Inactive,0,Inactive
6-Methyluracil,626-48-2,0,Inactive,0,Inactive
3-Methylpiperidine,626-56-2,0,Inactive,0,Inactive
3-Chloropyridine,626-60-8,0,Inactive,0,Inactive
4-Chloropyridine,626-61-9,0,Inactive,0,Inactive
"Pyridine, chloro derivs.",68412-40-8,0,Inactive,0,Inactive
4-chloropyridine hydrochloride,7379-35-3,0,Inactive,0,Inactive
4-Pyridinol,626-64-2,0,Inactive,0,Inactive
4-Methylpentan-1-ol,626-89-1,0,Inactive,0,Inactive
"Hexanol, branched and linear",68526-79-4,0,Inactive,0,Inactive
Ethoxyacetic acid,627-03-2,0,Inactive,0,Inactive
1-Nitrobutane,627-05-4,0,Inactive,0,Inactive
3-Bromo-1-propanol,627-18-9,0,Inactive,0,Inactive
3-Chloro-1-propanol,627-30-5,0,Inactive,0,Inactive
"1-PROPANOL, 3-CHLORO-, ACETATE",628-09-1,0,Inactive,0,Inactive
Fumaryl chloride,627-63-4,0,Inactive,0,Inactive
"Octadecanoic acid, 1,2-ethanediyl ester",627-83-8,0,Inactive,0,Inactive
Methyl hexanedioate,627-91-8,0,Inactive,0,Inactive
lithium methyl adipate,64601-11-2,0,Inactive,0,Inactive
Dimethyl adipate,627-93-0,0,Inactive,0,Inactive
"Hexanedioic acid, dimethyl ester, polymer with N-(2-aminoethyl)-1,2-ethanediamine, (chloromethyl)oxirane and dimethyl pentanedioate",68239-93-0,0,Inactive,0,Inactive
estasol,95481-62-2,0,Inactive,0,Inactive
E-CAPROLACTONE,502-44-3,0,Inactive,0,Inactive
Dimethyl hexanedioate,111366-61-1,0,Inactive,0,Inactive
Hexanamide,628-02-4,0,Inactive,0,Inactive
"1,2-Diformylhydrazine",628-36-4,0,Inactive,0,Inactive
5-Methylhexanoic acid,628-46-6,0,Inactive,0,Inactive
Pentyl acetate,628-63-7,0,Inactive,0,Inactive
"1,5-Dichloropentane",628-76-2,0,Inactive,0,Inactive
1-Ethoxybutane,628-81-9,0,Inactive,0,Inactive
Iminodiacetonitrile,628-87-5,0,Inactive,0,Inactive
Adipamide,628-94-4,0,Inactive,0,Inactive
Ethylene glycol dinitrate,628-96-6,0,Inactive,0,Inactive
Ethyl hexadecanoate,628-97-7,0,Inactive,0,Inactive
"1,6-Dibromohexane",629-03-8,0,Inactive,0,Inactive
1-Bromoheptane,629-04-9,0,Inactive,0,Inactive
Heptanenitrile,629-08-3,0,Inactive,0,Inactive
"1,6-Hexanediol",629-11-8,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with 1,3-diisocyanatomethylbenzene and 1,6-hexanediol",9068-96-6,0,Inactive,0,Inactive
"1,6-HEXANEDIOL-ADIPIC ACID POLYMER",25212-06-0,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with 1,3-butanediol and 1,6-hexanediol",30376-45-5,0,Inactive,0,Inactive
"1,3-Isobenzofurandione, polymer with 1,6-hexanediol",54797-78-3,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with hexahydro-1,3-isobenzofurandione and 1,6-hexanediol",55447-58-0,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, hexanedioic acid, 1,6-hexanediol and 1,3-isobenzofurandione",57087-32-8,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol and 2,2'-oxybis[ethanol]",67905-71-9,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with 1,3-diisocyanato-2-methylbenzene, 2,4-diisocyanato-1-methylbenzene and 1,6-hexanediol",67989-74-6,0,Inactive,0,Inactive
"Hexanedioic acid, polymer with 1,4-butanediol, 2,2-dimethyl-1,3-propanediol and 1,6-hexanediol",68527-44-6,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, 1,3-diisocyanatomethylbenzene, hexanedioic acid and 1,6-hexanediol",68698-81-7,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol and 2-(hydroxymethyl)-2-methyl-1,3-propanediol",76649-31-5,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,2-dimethyl-1,3-propanediol, hexanedioic acid and 1,6-hexanediol",87871-69-0,0,Inactive,0,Inactive
"Carbonic acid, dimethyl ester, polymer with 1,6-hexanediol",101325-00-2,0,Inactive,0,Inactive
"HEXANE-1,6-DIOL",140434-69-1,0,Inactive,0,Inactive
Ethylene glycol diethyl ether,629-14-1,0,Inactive,0,Inactive
Dipropyl disulfide,629-19-6,0,Inactive,0,Inactive
"1,6-Dicyanohexane",629-40-3,0,Inactive,0,Inactive
"1,8-Octanediol",629-41-4,0,Inactive,0,Inactive
Tridecane,629-50-5,0,Suspicious,0,Suspicious
"Alkanes,C10-C18",73138-29-1,0,Suspicious,0,Suspicious
"Alkanes, C12-14",129813-67-8,0,Suspicious,0,Suspicious
Palmitamide,629-54-9,0,Inactive,0,Inactive
Tetradecane,629-59-4,0,Inactive,0,Inactive
"Alkanes, C14-16",90622-46-1,0,Inactive,0,Inactive
"Alkanes, C14-30",74664-93-0,0,Inactive,0,Inactive
Pentadecane,629-62-9,0,Suspicious,0,Suspicious
Hexadecyl acetate,629-70-9,0,Inactive,0,Inactive
"Pentadecane,1-bromo-",629-72-1,0,Suspicious,0,Suspicious
1-Hexadecene,629-73-2,0,Suspicious,0,Suspicious
"Alkenes, C14-18 .alpha.-",68855-59-4,0,Suspicious,0,Suspicious
1-Pentadecanol,629-76-5,0,Suspicious,0,Suspicious
"Alcohols, C14-16",68333-80-2,0,Suspicious,0,Suspicious
"ALCOHOLS, C&gt;14",71750-71-5,0,Suspicious,0,Suspicious
Heptadecane,629-78-7,0,Suspicious,1,VeryWeak
Hexadecanenitrile,629-79-8,0,Suspicious,0,Suspicious
"Nitriles, C16 and C18-unsatd.",68002-64-2,0,Suspicious,0,Suspicious
C14-18 Nitriles,68002-66-4,0,Suspicious,0,Suspicious
Hexadecanal,629-80-1,0,Suspicious,1,VeryWeak
Nonadecane,629-92-5,0,Suspicious,1,VeryWeak
Heneicosane,629-94-7,0,Suspicious,1,VeryWeak
1-Eicosanol,629-96-9,0,Suspicious,1,VeryWeak
"1-Eicosanol, aluminum salt",67905-31-1,0,Suspicious,1,VeryWeak
Docosane,629-97-0,0,Suspicious,1,VeryWeak
Selenourea,630-10-4,0,Inactive,0,Inactive
"1,1,1,2-Tetrabromoethane",630-16-0,0,Inactive,0,Inactive
"1,1,1,2-Tetrachloroethane",630-20-6,0,Inactive,0,Inactive
Hydroxyprogesterone caproate,630-56-8,0,Suspicious,0,Suspicious
Ouabain,630-60-4,0,Inactive,0,Inactive
Ouabain octahydrate,11018-89-6,0,Inactive,0,Inactive
Glyclopyramide,631-27-6,0,Inactive,0,Inactive
Dibromoacetic acid,631-64-1,0,Inactive,0,Inactive
beta-Boswellic acid,631-69-6,0,Suspicious,0,Suspicious
"1,1,3,3-Tetrachloropropanone",632-21-3,0,Inactive,0,Inactive
Rose bengal sodium,632-69-9,0,Inactive,0,Inactive
Rose bengal parent,4159-77-7,0,Inactive,0,Inactive
Rose Bengal,11121-48-5,0,Inactive,0,Inactive
Tetrabromophthalic anhydride,632-79-1,0,Inactive,0,Inactive
"1,3-Isobenzofurandione, 4,5,6,7-tetrabromo-, polymer with 2,5-furandione and 1,2-propanediol",28574-50-7,0,Inactive,0,Inactive
C.I. Basic violet 14,632-99-5,0,Suspicious,1,VeryWeak
C.I. Basic violet 14- free base (parent),3248-93-9,0,Suspicious,1,VeryWeak
Brilliant Green,633-03-4,0,Inactive,0,Inactive
"[4-[[4-(diethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]diethylammonium chloride",3571-36-6,0,Inactive,0,Inactive
"Ethanaminium, N-[4-[[4-(diethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, tetracosa-?-oxododecaoxo[?12-[phosphato(3-)-O:O:O:O':O':O':O'':O'':O'':O''':O''':O''']]dodecamolybdate(3-) (3:1)",68334-64-5,0,Inactive,0,Inactive
"[4-[[4-(diethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]diethylammonium acetate",76994-37-1,0,Inactive,0,Inactive
Berberine chloride,633-65-8,0,Inactive,0,Inactive
Berberine,2086-83-1,0,Inactive,0,Inactive
Berberine chloride dihydrate,5956-60-5,0,Inactive,0,Inactive
Phendimetrazine,634-03-7,0,Inactive,0,Inactive
phendimetrazine hydrogen tartrate,50-58-8,0,Inactive,0,Inactive
PHENDIMETRAZINE TARTRATE,21102-82-9,0,Inactive,0,Inactive
"1,2,3,4-Tetrachlorobenzene",634-66-2,0,Inactive,0,Inactive
"2,3,4-Trichloroaniline",634-67-3,0,Inactive,0,Inactive
"1,2,3,5-Tetrachlorobenzene",634-90-2,0,Inactive,0,Inactive
"2,4,6-Trichloroaniline",634-93-5,0,Inactive,0,Inactive
"2,4,6-trichloroanilinium chloride",33663-50-2,0,Inactive,0,Inactive
4-Chloro-3-nitroaniline,635-22-3,0,Inactive,0,Inactive
Trimetozine,635-41-6,0,Inactive,0,Inactive
5-Chlorosalicylaldehyde,635-93-8,0,Suspicious,0,Suspicious
5-Methyl-2-thiouracil,636-26-0,0,Inactive,0,Inactive
"2,4,5-Trichloroaniline",636-30-6,0,Inactive,0,Inactive
Stallimycin,636-47-5,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, diethyl ester",636-53-3,0,Inactive,0,Inactive
Clopamide,636-54-4,0,Inactive,0,Inactive
2-Methoxy-5-nitrophenol,636-93-1,0,Inactive,0,Inactive
Sodium 2-methoxy-5-nitrophenolate,67233-85-6,0,Inactive,0,Inactive
Phenylarsine oxide,637-03-6,0,Inactive,0,Inactive
Clofibrate,637-07-0,0,Inactive,0,Inactive
2-Methyl-2-ethoxypropane,637-92-3,0,Inactive,0,Inactive
Ethyl 4-chloro-3-oxobutanoate,638-07-3,0,Inactive,0,Inactive
"1,3,5-Triazinane-2,4,6-trithione",638-16-4,0,Inactive,0,Inactive
"Trisodium 2,4,6-trithioxo-1,3,5-triazinane-1,3,5-triide",17766-26-6,0,Inactive,0,Inactive
Valeryl chloride,638-29-9,0,Inactive,0,Inactive
Butanedial,638-37-9,0,Inactive,0,Inactive
"Hexane,1-iodo-",638-45-9,0,Inactive,0,Inactive
Pentyl formate,638-49-3,0,Inactive,0,Inactive
Tridecanoic acid,638-53-9,0,Suspicious,0,Suspicious
"Fatty acids, C10-16",68002-90-4,0,Suspicious,0,Suspicious
"Fatty acids, C3-24",68990-37-4,0,Suspicious,0,Suspicious
Octadecanenitrile,638-65-3,0,Suspicious,0,Suspicious
Tricosane,638-67-5,0,Suspicious,1,VeryWeak
Desonide,638-94-8,0,Suspicious,0,Suspicious
"2-[(1R,3S,4S)-4-Ethenyl-4-methyl-3-(prop-1-en-2-yl)cyclohexyl]propan-2-ol",639-99-6,0,Inactive,0,Inactive
Thiometon,640-15-3,0,Inactive,0,Inactive
2-Fluoroacetamide,640-19-7,0,Inactive,0,Inactive
D-Valine,640-68-6,0,Inactive,0,Inactive
L-Valine,72-18-4,0,Inactive,0,Inactive
DL-valine,516-06-3,0,Inactive,0,Inactive
FD&amp;C Red No. 2,642-59-1,0,Inactive,0,Inactive
Amaranth,915-67-3,0,Inactive,0,Inactive
Aceglatone,642-83-1,0,Inactive,0,Inactive
2-Isopropylaniline,643-28-7,0,Inactive,0,Inactive
"2,3-Quinolinedicarboxylic acid",643-38-9,0,Inactive,0,Inactive
"1,2-Benzenedicarboxaldehyde",643-79-8,0,Suspicious,0,Suspicious
4-Phenyltoluene,644-08-6,1,VeryWeak,1,Weak
2-Propylphenol,644-35-9,1,VeryWeak,1,VeryWeak
Meclofenamic acid,644-62-2,0,Inactive,0,Inactive
Meclofenamate sodium,6385-02-0,0,Inactive,0,Inactive
Dimetilan,644-64-4,0,Inactive,0,Inactive
Phenyl phosphorus dichloride,644-97-3,0,Inactive,0,Inactive
1-Iodo-3-nitrobenzene,645-00-1,0,Inactive,0,Inactive
Hexamethylmelamine,645-05-6,0,Inactive,0,Inactive
3-Nitrobenzamide,645-09-0,0,Inactive,0,Inactive
1-[4-(1-Methylethyl)phenyl]ethan-1-one,645-13-6,0,Suspicious,0,Suspicious
4-Propylphenol,645-56-7,1,VeryWeak,1,Moderate
2-Ethyl-2-hexenal,645-62-5,0,Inactive,0,Inactive
2-Ethylhexenal,26266-68-2,0,Inactive,0,Inactive
"1,3-Dioxolane",646-06-0,0,Inactive,0,Inactive
DIOXOLANE,100-79-8,0,Inactive,0,Inactive
"Octadecanoic acid, 2-methylpropyl ester",646-13-9,0,Inactive,0,Inactive
1-Nitrohexane,646-14-0,0,Inactive,0,Inactive
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol",647-42-7,0,Inactive,0,Inactive
"Alcohols, C8-14, ?-?-perfluoro",68391-08-2,0,Inactive,0,Inactive
Sulfameter,651-06-9,0,Inactive,0,Inactive
Prasterone sulfate,651-48-9,1,VeryWeak,1,Moderate
Sodium prasterone sulfate dihydrate,78590-17-7,1,VeryWeak,1,Moderate
Isosorbide,652-67-5,0,Suspicious,0,Suspicious
ISOSORBIDE,151380-60-8,0,Suspicious,0,Suspicious
"Hexahydro-furo[3,2-b]furan-3,6-diol",641-74-7,0,Suspicious,0,Suspicious
Butaperazine,653-03-2,0,Inactive,0,Inactive
BUTAPERAZINE MALEATE,10213-91-9,0,Inactive,0,Inactive
Pentafluorobenzaldehyde,653-37-2,0,Suspicious,0,Suspicious
Chromonar hydrochloride,655-35-6,0,Inactive,0,Inactive
carbocromen,804-10-4,0,Inactive,0,Inactive
Metformin,657-24-9,0,Inactive,0,Inactive
Metformin hydrochloride,1115-70-4,0,Inactive,0,Inactive
"4,4'-Dihydroxystilbene",659-22-3,1,VeryWeak,1,Moderate
3-Methylbutyl 3-methylbutanoate,659-70-1,0,Inactive,0,Inactive
1-Docosanol,661-19-8,1,VeryWeak,1,VeryWeak
"1-Docosanol, aluminum salt",67905-30-0,1,VeryWeak,1,VeryWeak
Docosanol,30303-65-2,1,VeryWeak,1,VeryWeak
Glycyclamide,664-95-9,0,Inactive,0,Inactive
Agaric acid,666-99-9,0,Inactive,0,Inactive
"4,5-Diphenylimidazole",668-94-0,0,Suspicious,0,Suspicious
D-arabino-2-Hexulosonic acid,669-90-9,0,Inactive,0,Inactive
2-Keto-L-gulonic Acid,526-98-7,0,Inactive,0,Inactive
Tetracyanoethylene,670-54-2,0,Inactive,0,Inactive
Carbanolate,671-04-5,0,Inactive,0,Inactive
Clofenamide,671-95-4,0,Inactive,0,Inactive
m-(1-Ethylpropyl)phenyl methylcarbamate,672-04-8,0,Inactive,0,Inactive
Bufencarb,8065-36-9,0,Inactive,0,Inactive
Metyrosine,672-87-7,0,Suspicious,0,Inactive
racemetirosine,620-30-4,0,Suspicious,0,Inactive
"TYROSINE, A-METHYL-",658-48-0,0,Suspicious,0,Inactive
Simetone,673-04-1,0,Inactive,0,Inactive
Phenprobamate,673-31-4,0,Inactive,0,Inactive
"2,6-Dimethyl-2,4,6-octatriene",673-84-7,0,Inactive,0,Suspicious
"2,4,6-Octatriene, 2,6-dimethyl-, (E,E)-",3016-19-1,0,Inactive,0,Suspicious
"2,6-Dimethyl-octa-2,4,6-triene",7216-56-0,0,Inactive,0,Suspicious
Diketene,674-82-8,0,Inactive,0,Inactive
"Silane, dichloromethyl(3,3,3-trifluoropropyl)-",675-62-7,0,Inactive,0,Inactive
"trans,trans,trans-1,5,9-Cyclododecatriene",676-22-2,0,Inactive,0,Inactive
"1,5,9-Cyclododecatriene",4904-61-4,0,Inactive,0,Inactive
"1,5,9-CYCLODODECATRIENE, (Z,Z,Z)-",4736-48-5,0,Inactive,0,Inactive
Disodium 2-hydroxybutanedioate,676-46-0,0,Inactive,0,Inactive
Malic acid,6915-15-7,0,Inactive,0,Inactive
L-malic acid,97-67-6,0,Inactive,0,Inactive
Malate,149-61-1,0,Inactive,0,Inactive
dipotassium malate,585-09-1,0,Inactive,0,Inactive
DL-malic acid,617-48-1,0,Inactive,0,Inactive
D-malic acid,636-61-3,0,Inactive,0,Inactive
lead malate,816-68-2,0,Inactive,0,Inactive
magnesium malate,869-06-7,0,Inactive,0,Inactive
zinc malate,2847-05-4,0,Inactive,0,Inactive
calcium malate,17482-42-7,0,Inactive,0,Inactive
"malic acid, compound with 2-aminoethanol",29868-01-7,0,Inactive,0,Inactive
"1-Propene, 3,3,3-trifluoro-",677-21-4,0,Inactive,0,Inactive
Perflenapent,678-26-2,0,Inactive,0,Inactive
"1,1,2,2-Tetrahydroperfluoro-1-decanol",678-39-7,0,Inactive,0,Inactive
Hexamethylphosphoramide,680-31-9,0,Inactive,0,Inactive
"2,2-Dimethylpentanedioic acid",681-57-2,0,Inactive,0,Inactive
Tetramethyl orthosilicate,681-84-5,0,Inactive,0,Inactive
Tetrapropyl orthosilicate,682-01-9,0,Inactive,0,Inactive
"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",682-09-7,0,Inactive,0,Inactive
"1,3-Isobenzofurandione, polymer with 2,2-bis+(2-pr",42248-76-0,0,Inactive,0,Inactive
"1,3-Isobenzofurandione, polymer with 2,2-bis[(2-propenyloxy)methyl]-1-butanol, 1,2-ethanediol, 2,5-furandione and 1,2-propanediol",66559-38-4,0,Inactive,0,Inactive
"1,3-Isobenzofurandione, polymer with 2,2-bis[(2-propenyloxy)methyl]-1-butanol, ethenylbenzene, 2,5-furandione and 2,2'-oxybis[ethanol]",67859-88-5,0,Inactive,0,Inactive
2-Allyloxymethyl-2-ethylpropanediol,682-11-1,0,Inactive,0,Inactive
Demephion-O,682-80-4,0,Inactive,0,Inactive
"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",683-10-3,0,Inactive,0,Inactive
"N-(Alkyl C10-C16)-N,N-dimethylglycine betaine",66455-29-6,0,Inactive,0,Inactive
2-Chloropropanal,683-50-1,0,Inactive,0,Inactive
"2,2-Dichloroacetamide",683-72-7,0,Inactive,0,Inactive
Hexafluoroacetone,684-16-2,0,Suspicious,0,Suspicious
Hexafluoroacetone sesquihydrate,13098-39-0,0,Suspicious,0,Suspicious
HEXAFLUOROACETONE TRIHYDRATE,34202-69-2,0,Suspicious,0,Suspicious
N-Nitroso-N-methylurea,684-93-5,0,Inactive,0,Inactive
D-Galacturonic acid,685-73-4,0,Inactive,0,Inactive
glucuronic acid,576-37-4,0,Inactive,0,Inactive
L-Iduronic Acid,3402-98-0,0,Inactive,0,Inactive
sodium D-glucuronate,14984-34-0,0,Inactive,0,Inactive
POLYGALACTURONIC ACID,25249-06-3,0,Inactive,0,Inactive
"(2S,3R,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid",11100-11-1,0,Inactive,0,Inactive
"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid",87246-82-0,0,Inactive,0,Inactive
Diethylacetamide,685-91-6,0,Inactive,0,Inactive
Tributyl borate,688-74-4,0,Inactive,0,Inactive
2-Ethylhexyl methacrylate,688-84-6,0,Inactive,0,Inactive
Poly(2-ethylhexyl methacrylate),25719-51-1,0,Inactive,0,Inactive
"2-Propenoic acid, 2-methyl-, 1,2-ethanediyl ester, polymer with 2-ethylhexyl 2-methyl-2-propenoate and N-(hydroxymethyl)-2-propenamide",25322-90-1,0,Inactive,0,Inactive
"2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with ethyl 2-propenoate",60558-50-1,0,Inactive,0,Inactive
