ideal_ligand,protein,native_ligand,CNN_pose,CNN_VS,RMSD
50-22-6_min,4MGA,27L_redock_4MGA,0.5116,3.6889,inf
50-29-3_min,4MG9,27K_redock_4MG9,0.9405,6.9090,inf
50-29-3_min,3UU7,2OH_redock_3UU7,0.8865,6.1690,inf
50-29-3_min,4MG8,27J_redock_4MG8,0.8780,6.0779,inf
50-29-3_min,4MGA,27L_redock_4MGA,0.8656,5.9433,inf
50-29-3_min,1GWR,EST_redock_1GWR,0.8243,5.4431,inf
50-29-3_min,4TUZ,36J_redock_4TUZ,0.8198,5.4823,inf
50-29-3_min,6CBZ,EST_redock_6CBZ,0.7935,5.6922,inf
50-29-3_min,4MGC,27M_redock_4MGC,0.7731,5.4794,inf
50-29-3_min,3ERD,DES_redock_3ERD,0.7548,5.1658,inf
50-29-3_min,3UUD,EST_redock_3UUD,0.7055,5.0100,inf
50-29-3_min,4ZN7,DES_redock_4ZN7,0.6678,4.5599,inf
50-29-3_min,1ERE,EST_redock_1ERE,0.6495,4.6347,inf
50-29-3_min,1G50,EST_redock_1G50,0.6113,4.1108,inf
500-38-9_min,3UUD,EST_redock_3UUD,0.8427,6.1849,inf
500-38-9_min,4MGA,27L_redock_4MGA,0.8359,6.0164,inf
500-38-9_min,4MG8,27J_redock_4MG8,0.8202,5.7065,inf
500-38-9_min,3ERD,DES_redock_3ERD,0.8187,6.1962,inf
500-38-9_min,1ERE,EST_redock_1ERE,0.8089,5.8717,inf
500-38-9_min,4TUZ,36J_redock_4TUZ,0.7939,5.7936,inf
500-38-9_min,1GWR,EST_redock_1GWR,0.7902,5.6682,inf
500-38-9_min,6CBZ,EST_redock_6CBZ,0.7864,5.5090,inf
500-38-9_min,3UU7,2OH_redock_3UU7,0.7622,5.3762,inf
500-38-9_min,4ZN7,DES_redock_4ZN7,0.7395,5.0678,inf
500-38-9_min,4MG9,27K_redock_4MG9,0.7322,5.5067,inf
500-38-9_min,1G50,EST_redock_1G50,0.7129,5.0896,inf
500-38-9_min,4MGC,27M_redock_4MGC,0.7127,4.8012,inf
5108-94-1_min,3ERD,DES_redock_3ERD,0.8117,6.5902,inf
5108-94-1_min,3UUD,EST_redock_3UUD,0.7558,5.9904,6.6058
5108-94-1_min,1GWR,EST_redock_1GWR,0.7404,5.7068,0.4799
5108-94-1_min,4MG8,27J_redock_4MG8,0.7393,5.8942,inf
5108-94-1_min,6CBZ,EST_redock_6CBZ,0.7223,5.7290,6.2307
5108-94-1_min,3UU7,2OH_redock_3UU7,0.7044,5.4735,inf
5108-94-1_min,4ZN7,DES_redock_4ZN7,0.6918,5.5292,inf
5108-94-1_min,4MGA,27L_redock_4MGA,0.6906,5.4299,inf
5108-94-1_min,4MG9,27K_redock_4MG9,0.6882,5.3144,inf
5108-94-1_min,4TUZ,36J_redock_4TUZ,0.6610,5.1878,inf
5108-94-1_min,1G50,EST_redock_1G50,0.6403,4.9762,6.3544
5108-94-1_min,1ERE,EST_redock_1ERE,0.6395,5.0618,6.5720
5108-94-1_min,4MGC,27M_redock_4MGC,0.5638,4.2407,inf
5153-25-3_min,1ERE,EST_redock_1ERE,0.9384,6.9399,inf
5153-25-3_min,3UUD,EST_redock_3UUD,0.9364,6.1512,inf
5153-25-3_min,6CBZ,EST_redock_6CBZ,0.9261,6.4456,inf
5153-25-3_min,4ZN7,DES_redock_4ZN7,0.9256,6.5863,inf
5153-25-3_min,3UU7,2OH_redock_3UU7,0.9249,6.5925,inf
5153-25-3_min,3ERD,DES_redock_3ERD,0.9232,6.3011,inf
5153-25-3_min,1G50,EST_redock_1G50,0.9213,6.8556,inf
5153-25-3_min,1GWR,EST_redock_1GWR,0.9194,6.4940,inf
5153-25-3_min,4MG8,27J_redock_4MG8,0.9159,5.9618,inf
5153-25-3_min,4MGA,27L_redock_4MGA,0.9144,6.2046,inf
5153-25-3_min,4MGC,27M_redock_4MGC,0.9025,6.0251,inf
5153-25-3_min,4MG9,27K_redock_4MG9,0.8821,5.7537,1.9107
5153-25-3_min,4TUZ,36J_redock_4TUZ,0.8814,5.9565,inf
521-18-6_min,3UUD,EST_redock_3UUD,0.9515,7.6176,0.5303
521-18-6_min,6CBZ,EST_redock_6CBZ,0.9484,7.6579,0.4747
521-18-6_min,1ERE,EST_redock_1ERE,0.9272,7.3805,0.4442
521-18-6_min,1G50,EST_redock_1G50,0.9140,7.1923,0.4719
521-18-6_min,1GWR,EST_redock_1GWR,0.9050,7.1417,0.5410
521-18-6_min,3ERD,DES_redock_3ERD,0.8930,6.8743,inf
521-18-6_min,4MG8,27J_redock_4MG8,0.8890,6.9369,inf
521-18-6_min,4TUZ,36J_redock_4TUZ,0.8778,6.9245,inf
521-18-6_min,4MG9,27K_redock_4MG9,0.8703,6.7274,inf
521-18-6_min,4ZN7,DES_redock_4ZN7,0.8550,6.9823,inf
521-18-6_min,4MGC,27M_redock_4MGC,0.8327,6.5088,inf
521-18-6_min,3UU7,2OH_redock_3UU7,0.7498,5.5816,inf
521-18-6_min,4MGA,27L_redock_4MGA,0.6567,4.9874,inf
53-45-2_min,3UUD,EST_redock_3UUD,0.9761,7.1261,inf
53-45-2_min,4MGC,27M_redock_4MGC,0.9722,7.1497,inf
53-45-2_min,1G50,EST_redock_1G50,0.9656,6.9910,inf
53-45-2_min,3ERD,DES_redock_3ERD,0.9617,6.8691,inf
53-45-2_min,4MG8,27J_redock_4MG8,0.9608,7.0046,inf
53-45-2_min,6CBZ,EST_redock_6CBZ,0.9569,6.8933,inf
53-45-2_min,1GWR,EST_redock_1GWR,0.9556,6.8534,inf
53-45-2_min,4TUZ,36J_redock_4TUZ,0.9465,6.7275,inf
53-45-2_min,4ZN7,DES_redock_4ZN7,0.9388,6.8383,inf
53-45-2_min,1ERE,EST_redock_1ERE,0.9384,6.7359,inf
53-45-2_min,4MG9,27K_redock_4MG9,0.8947,6.1506,inf
53-45-2_min,4MGA,27L_redock_4MGA,0.7718,5.4037,inf
53-45-2_min,3UU7,2OH_redock_3UU7,0.7024,4.8070,inf
53905-28-5_min,3UU7,2OH_redock_3UU7,0.9680,6.9930,inf
53905-28-5_min,4MGA,27L_redock_4MGA,0.9672,7.0198,inf
53905-28-5_min,3ERD,DES_redock_3ERD,0.9671,7.0381,inf
53905-28-5_min,4ZN7,DES_redock_4ZN7,0.9564,6.6564,inf
53905-28-5_min,3UUD,EST_redock_3UUD,0.9544,6.7036,inf
53905-28-5_min,6CBZ,EST_redock_6CBZ,0.9494,6.8471,inf
53905-28-5_min,1G50,EST_redock_1G50,0.9492,6.6971,inf
53905-28-5_min,4MG9,27K_redock_4MG9,0.9484,6.4797,inf
53905-28-5_min,1ERE,EST_redock_1ERE,0.9442,6.5416,inf
53905-28-5_min,4MGC,27M_redock_4MGC,0.9439,6.5932,inf
53905-28-5_min,1GWR,EST_redock_1GWR,0.9383,6.5219,inf
53905-28-5_min,4TUZ,36J_redock_4TUZ,0.9369,6.6269,inf
53905-28-5_min,4MG8,27J_redock_4MG8,0.9131,6.2769,inf
5394-98-9_min,3ERD,DES_redock_3ERD,0.9180,5.5265,inf
5394-98-9_min,4ZN7,DES_redock_4ZN7,0.9093,5.9633,inf
5394-98-9_min,4MG8,27J_redock_4MG8,0.8579,5.4009,inf
5394-98-9_min,6CBZ,EST_redock_6CBZ,0.8569,5.5971,inf
5394-98-9_min,3UUD,EST_redock_3UUD,0.8566,5.2302,inf
5394-98-9_min,1GWR,EST_redock_1GWR,0.8538,5.0338,inf
5394-98-9_min,4MGA,27L_redock_4MGA,0.8508,5.5381,inf
5394-98-9_min,4MGC,27M_redock_4MGC,0.8448,5.4398,inf
5394-98-9_min,4MG9,27K_redock_4MG9,0.8179,5.0678,inf
5394-98-9_min,4TUZ,36J_redock_4TUZ,0.8146,5.2157,inf
5394-98-9_min,1ERE,EST_redock_1ERE,0.8117,5.1477,inf
5394-98-9_min,1G50,EST_redock_1G50,0.7894,5.1047,inf
5394-98-9_min,3UU7,2OH_redock_3UU7,0.7686,4.8091,inf
57-83-0_min,3ERD,DES_redock_3ERD,0.9145,7.3364,inf
57-83-0_min,4MGC,27M_redock_4MGC,0.8795,7.1298,inf
57-83-0_min,4ZN7,DES_redock_4ZN7,0.8585,6.9892,inf
57-83-0_min,4MG8,27J_redock_4MG8,0.8504,6.8814,inf
57-83-0_min,4TUZ,36J_redock_4TUZ,0.8426,6.5959,inf
57-83-0_min,1ERE,EST_redock_1ERE,0.7838,6.1136,inf
57-83-0_min,6CBZ,EST_redock_6CBZ,0.7735,6.0371,inf
57-83-0_min,3UUD,EST_redock_3UUD,0.7712,6.0884,inf
57-83-0_min,1G50,EST_redock_1G50,0.7665,5.9781,inf
57-83-0_min,1GWR,EST_redock_1GWR,0.7524,5.7703,inf
57-83-0_min,4MG9,27K_redock_4MG9,0.7321,5.7176,inf
57-83-0_min,3UU7,2OH_redock_3UU7,0.7102,5.4918,inf
57-83-0_min,4MGA,27L_redock_4MGA,0.7067,5.5342,inf
57-88-5_min,4MG8,27J_redock_4MG8,0.6565,5.3153,inf
57-88-5_min,3ERD,DES_redock_3ERD,0.6360,5.3272,inf
57-88-5_min,3UUD,EST_redock_3UUD,0.6137,4.9359,inf
57-88-5_min,3UU7,2OH_redock_3UU7,0.5870,4.7295,inf
57-88-5_min,4TUZ,36J_redock_4TUZ,0.5416,4.3297,inf
57-88-5_min,4MGC,27M_redock_4MGC,0.5325,4.2938,inf
57-88-5_min,1GWR,EST_redock_1GWR,0.5030,4.0970,inf
57-88-5_min,1ERE,EST_redock_1ERE,0.4419,3.4461,inf
57-88-5_min,4MGA,27L_redock_4MGA,0.4235,3.4361,inf
57-88-5_min,6CBZ,EST_redock_6CBZ,0.4029,3.1169,inf
57-88-5_min,1G50,EST_redock_1G50,0.3875,3.0601,inf
57-88-5_min,4MG9,27K_redock_4MG9,0.3744,2.9778,inf
57-88-5_min,4ZN7,DES_redock_4ZN7,0.2639,1.9883,inf
571-20-0_min,6CBZ,EST_redock_6CBZ,0.9490,8.0514,0.4491
571-20-0_min,3UUD,EST_redock_3UUD,0.9443,7.7826,0.4538
571-20-0_min,1GWR,EST_redock_1GWR,0.9425,7.6874,0.5457
571-20-0_min,1ERE,EST_redock_1ERE,0.9373,7.7217,0.5558
571-20-0_min,3ERD,DES_redock_3ERD,0.9270,7.5116,inf
571-20-0_min,4MG8,27J_redock_4MG8,0.9171,7.4437,inf
571-20-0_min,4ZN7,DES_redock_4ZN7,0.9021,7.5231,inf
571-20-0_min,1G50,EST_redock_1G50,0.8934,7.4428,0.6295
571-20-0_min,4TUZ,36J_redock_4TUZ,0.8734,7.1216,inf
571-20-0_min,3UU7,2OH_redock_3UU7,0.8641,6.9422,inf
571-20-0_min,4MGC,27M_redock_4MGC,0.8627,6.8857,inf
571-20-0_min,4MG9,27K_redock_4MG9,0.8097,6.2272,inf
571-20-0_min,4MGA,27L_redock_4MGA,0.7185,5.6939,inf
571-22-2_min,6CBZ,EST_redock_6CBZ,0.7362,5.6448,1.1539
571-22-2_min,3UU7,2OH_redock_3UU7,0.7124,5.2517,inf
571-22-2_min,1ERE,EST_redock_1ERE,0.6982,5.3644,1.1334
571-22-2_min,3UUD,EST_redock_3UUD,0.6955,5.2817,1.0694
571-22-2_min,4MGC,27M_redock_4MGC,0.6935,5.3276,inf
571-22-2_min,4MG9,27K_redock_4MG9,0.6801,4.9438,inf
571-22-2_min,3ERD,DES_redock_3ERD,0.6676,4.7217,inf
571-22-2_min,4MG8,27J_redock_4MG8,0.6512,4.9553,inf
571-22-2_min,4ZN7,DES_redock_4ZN7,0.6426,4.4706,inf
571-22-2_min,1G50,EST_redock_1G50,0.6156,4.6149,6.1440
571-22-2_min,4TUZ,36J_redock_4TUZ,0.6011,4.5179,inf
571-22-2_min,1GWR,EST_redock_1GWR,0.5738,4.0345,6.4378
571-22-2_min,4MGA,27L_redock_4MGA,0.5570,4.1612,inf
58-22-0_min,4MGC,27M_redock_4MGC,0.9285,7.4692,inf
58-22-0_min,3UUD,EST_redock_3UUD,0.9205,7.4278,0.6516
58-22-0_min,4TUZ,36J_redock_4TUZ,0.9164,7.3326,inf
58-22-0_min,4MG8,27J_redock_4MG8,0.9064,7.2818,inf
58-22-0_min,6CBZ,EST_redock_6CBZ,0.9032,7.2208,0.6581
58-22-0_min,3ERD,DES_redock_3ERD,0.9032,6.9552,inf
58-22-0_min,3UU7,2OH_redock_3UU7,0.8878,7.0304,inf
58-22-0_min,1ERE,EST_redock_1ERE,0.8798,6.9583,0.7271
58-22-0_min,1GWR,EST_redock_1GWR,0.8737,6.8109,0.6682
58-22-0_min,4MG9,27K_redock_4MG9,0.8728,6.6206,inf
58-22-0_min,1G50,EST_redock_1G50,0.8532,6.8128,0.8775
58-22-0_min,4ZN7,DES_redock_4ZN7,0.8516,6.8207,inf
58-22-0_min,4MGA,27L_redock_4MGA,0.7574,5.9960,inf
58-72-0_min,3UU7,2OH_redock_3UU7,0.9135,6.1568,inf
58-72-0_min,1ERE,EST_redock_1ERE,0.8854,5.9587,inf
58-72-0_min,6CBZ,EST_redock_6CBZ,0.8736,5.7511,inf
58-72-0_min,1GWR,EST_redock_1GWR,0.8715,5.8481,inf
58-72-0_min,4MG9,27K_redock_4MG9,0.8521,5.6382,inf
58-72-0_min,3UUD,EST_redock_3UUD,0.8487,5.7201,inf
58-72-0_min,4TUZ,36J_redock_4TUZ,0.8231,5.4204,inf
58-72-0_min,3ERD,DES_redock_3ERD,0.7964,5.3522,inf
58-72-0_min,4MGA,27L_redock_4MGA,0.7775,5.1665,inf
58-72-0_min,4MG8,27J_redock_4MG8,0.7624,5.0490,inf
58-72-0_min,4MGC,27M_redock_4MGC,0.7259,4.8236,inf
58-72-0_min,4ZN7,DES_redock_4ZN7,0.7118,4.7038,inf
58-72-0_min,1G50,EST_redock_1G50,0.5939,3.9901,inf
58-89-9_min,4MGA,27L_redock_4MGA,0.8269,5.2436,inf
58-89-9_min,4MGC,27M_redock_4MGC,0.8249,5.2151,inf
58-89-9_min,3UU7,2OH_redock_3UU7,0.8228,5.1507,inf
58-89-9_min,4ZN7,DES_redock_4ZN7,0.8124,4.9342,inf
58-89-9_min,3ERD,DES_redock_3ERD,0.7909,4.8284,inf
58-89-9_min,3UUD,EST_redock_3UUD,0.7903,4.9711,inf
58-89-9_min,4MG8,27J_redock_4MG8,0.7854,4.9143,inf
58-89-9_min,6CBZ,EST_redock_6CBZ,0.7703,4.6347,inf
58-89-9_min,1GWR,EST_redock_1GWR,0.7654,4.6814,inf
58-89-9_min,4TUZ,36J_redock_4TUZ,0.7366,4.7976,inf
58-89-9_min,4MG9,27K_redock_4MG9,0.7103,4.3770,inf
58-89-9_min,1ERE,EST_redock_1ERE,0.7077,4.3846,inf
58-89-9_min,1G50,EST_redock_1G50,0.6851,4.2277,inf
580-51-8_min,1G50,EST_redock_1G50,0.9046,5.2358,inf
580-51-8_min,6CBZ,EST_redock_6CBZ,0.8894,4.8656,inf
580-51-8_min,3UUD,EST_redock_3UUD,0.8680,4.5691,inf
580-51-8_min,3ERD,DES_redock_3ERD,0.8668,4.7818,inf
580-51-8_min,1ERE,EST_redock_1ERE,0.8663,4.4167,inf
580-51-8_min,4MG8,27J_redock_4MG8,0.8662,4.6140,inf
580-51-8_min,4MG9,27K_redock_4MG9,0.8618,4.7746,inf
580-51-8_min,4MGA,27L_redock_4MGA,0.8553,4.8807,inf
580-51-8_min,1GWR,EST_redock_1GWR,0.8513,4.2628,inf
580-51-8_min,4MGC,27M_redock_4MGC,0.8418,4.5626,inf
580-51-8_min,4TUZ,36J_redock_4TUZ,0.8372,4.4230,inf
580-51-8_min,3UU7,2OH_redock_3UU7,0.8322,4.5199,inf
580-51-8_min,4ZN7,DES_redock_4ZN7,0.8238,4.3739,inf
599-64-4_min,4MGA,27L_redock_4MGA,0.9678,6.8468,inf
599-64-4_min,3UU7,2OH_redock_3UU7,0.9606,6.7966,inf
599-64-4_min,3ERD,DES_redock_3ERD,0.9517,6.8175,inf
599-64-4_min,4ZN7,DES_redock_4ZN7,0.9473,6.4859,inf
599-64-4_min,1ERE,EST_redock_1ERE,0.9374,6.5446,inf
599-64-4_min,1GWR,EST_redock_1GWR,0.9295,6.1387,inf
599-64-4_min,1G50,EST_redock_1G50,0.9281,6.4668,inf
599-64-4_min,3UUD,EST_redock_3UUD,0.9230,6.2402,inf
599-64-4_min,4MG9,27K_redock_4MG9,0.9173,6.1832,inf
599-64-4_min,6CBZ,EST_redock_6CBZ,0.9026,6.1788,inf
599-64-4_min,4MG8,27J_redock_4MG8,0.9004,5.9030,inf
599-64-4_min,4MGC,27M_redock_4MGC,0.8997,6.1807,inf
599-64-4_min,4TUZ,36J_redock_4TUZ,0.8717,5.9632,inf
60-57-1_min,1G50,EST_redock_1G50,0.8897,7.1032,inf
60-57-1_min,4MGA,27L_redock_4MGA,0.8018,6.5182,inf
60-57-1_min,1ERE,EST_redock_1ERE,0.7955,6.2785,inf
60-57-1_min,3UU7,2OH_redock_3UU7,0.7427,5.9639,inf
60-57-1_min,3UUD,EST_redock_3UUD,0.7205,5.6864,inf
60-57-1_min,4TUZ,36J_redock_4TUZ,0.6989,5.3965,inf
60-57-1_min,6CBZ,EST_redock_6CBZ,0.6942,5.3434,inf
60-57-1_min,4MG9,27K_redock_4MG9,0.6843,5.3941,inf
60-57-1_min,4ZN7,DES_redock_4ZN7,0.6736,4.9382,inf
60-57-1_min,4MG8,27J_redock_4MG8,0.6704,5.2330,inf
60-57-1_min,3ERD,DES_redock_3ERD,0.6141,4.6011,inf
60-57-1_min,4MGC,27M_redock_4MGC,0.5896,4.4269,inf
60-57-1_min,1GWR,EST_redock_1GWR,0.5749,4.3874,inf
603-45-2_min,3UU7,2OH_redock_3UU7,0.9003,6.9090,inf
603-45-2_min,4MG9,27K_redock_4MG9,0.8179,6.1808,inf
603-45-2_min,3UUD,EST_redock_3UUD,0.7870,6.1065,inf
603-45-2_min,1GWR,EST_redock_1GWR,0.7805,6.0925,inf
603-45-2_min,1ERE,EST_redock_1ERE,0.7327,5.6662,inf
603-45-2_min,4ZN7,DES_redock_4ZN7,0.7066,5.5942,inf
603-45-2_min,6CBZ,EST_redock_6CBZ,0.6571,5.1094,inf
603-45-2_min,4MGC,27M_redock_4MGC,0.6407,4.8077,inf
603-45-2_min,4MG8,27J_redock_4MG8,0.6049,4.3650,inf
603-45-2_min,1G50,EST_redock_1G50,0.6014,4.4750,inf
603-45-2_min,4MGA,27L_redock_4MGA,0.6009,4.3465,inf
603-45-2_min,3ERD,DES_redock_3ERD,0.5951,4.3680,inf
603-45-2_min,4TUZ,36J_redock_4TUZ,0.5830,4.3127,inf
6052-84-2_min,4ZN7,DES_redock_4ZN7,0.9539,7.1548,inf
6052-84-2_min,3ERD,DES_redock_3ERD,0.9471,6.6940,inf
6052-84-2_min,4MGC,27M_redock_4MGC,0.8754,5.9673,inf
6052-84-2_min,1GWR,EST_redock_1GWR,0.8723,6.1271,inf
6052-84-2_min,6CBZ,EST_redock_6CBZ,0.8721,5.6798,inf
6052-84-2_min,4TUZ,36J_redock_4TUZ,0.8710,6.2708,inf
6052-84-2_min,3UU7,2OH_redock_3UU7,0.8641,6.1742,inf
6052-84-2_min,4MG9,27K_redock_4MG9,0.8641,6.1299,inf
6052-84-2_min,4MGA,27L_redock_4MGA,0.8605,6.0710,inf
6052-84-2_min,3UUD,EST_redock_3UUD,0.8492,5.8200,inf
6052-84-2_min,1G50,EST_redock_1G50,0.8425,6.0606,inf
6052-84-2_min,4MG8,27J_redock_4MG8,0.8338,5.5821,inf
6052-84-2_min,1ERE,EST_redock_1ERE,0.8237,5.7447,inf
611-99-4_min,4ZN7,DES_redock_4ZN7,0.9102,6.0764,inf
611-99-4_min,1GWR,EST_redock_1GWR,0.9014,5.5351,inf
611-99-4_min,3ERD,DES_redock_3ERD,0.8987,5.8939,inf
611-99-4_min,3UUD,EST_redock_3UUD,0.8459,5.7109,inf
611-99-4_min,6CBZ,EST_redock_6CBZ,0.8418,5.6249,inf
611-99-4_min,4MGA,27L_redock_4MGA,0.8269,5.4580,inf
611-99-4_min,4MG9,27K_redock_4MG9,0.8252,4.8675,inf
611-99-4_min,4MGC,27M_redock_4MGC,0.8104,5.3059,inf
611-99-4_min,1G50,EST_redock_1G50,0.8096,5.7277,inf
611-99-4_min,3UU7,2OH_redock_3UU7,0.7997,5.3423,inf
611-99-4_min,4TUZ,36J_redock_4TUZ,0.7793,5.0535,inf
611-99-4_min,1ERE,EST_redock_1ERE,0.7752,5.1414,inf
611-99-4_min,4MG8,27J_redock_4MG8,0.7435,4.4367,inf
65118-81-2_min,3UU7,2OH_redock_3UU7,0.9667,7.3073,inf
65118-81-2_min,3UUD,EST_redock_3UUD,0.9649,7.2180,inf
65118-81-2_min,1ERE,EST_redock_1ERE,0.9621,7.3088,inf
65118-81-2_min,4ZN7,DES_redock_4ZN7,0.9614,7.4843,inf
65118-81-2_min,4MGC,27M_redock_4MGC,0.9600,7.1713,inf
65118-81-2_min,3ERD,DES_redock_3ERD,0.9542,7.1169,inf
65118-81-2_min,6CBZ,EST_redock_6CBZ,0.9523,7.1929,inf
65118-81-2_min,1GWR,EST_redock_1GWR,0.9451,6.8873,inf
65118-81-2_min,4MG8,27J_redock_4MG8,0.9429,6.8979,inf
65118-81-2_min,4MG9,27K_redock_4MG9,0.9337,6.7622,inf
65118-81-2_min,4TUZ,36J_redock_4TUZ,0.9328,6.9347,inf
65118-81-2_min,4MGA,27L_redock_4MGA,0.9173,6.8050,inf
65118-81-2_min,1G50,EST_redock_1G50,0.9058,6.8917,inf
6554-98-9_min,4ZN7,DES_redock_4ZN7,0.9456,6.6945,inf
6554-98-9_min,3ERD,DES_redock_3ERD,0.9360,6.2241,inf
6554-98-9_min,4MGC,27M_redock_4MGC,0.9150,5.9921,inf
6554-98-9_min,3UUD,EST_redock_3UUD,0.9145,6.3348,inf
6554-98-9_min,6CBZ,EST_redock_6CBZ,0.9140,6.2934,inf
6554-98-9_min,1GWR,EST_redock_1GWR,0.9052,6.2835,inf
6554-98-9_min,4MGA,27L_redock_4MGA,0.9016,6.3270,inf
6554-98-9_min,1ERE,EST_redock_1ERE,0.9006,6.3611,inf
6554-98-9_min,1G50,EST_redock_1G50,0.8994,6.3832,inf
6554-98-9_min,3UU7,2OH_redock_3UU7,0.8914,5.9489,inf
6554-98-9_min,4TUZ,36J_redock_4TUZ,0.8888,6.1183,inf
6554-98-9_min,4MG9,27K_redock_4MG9,0.8855,5.9192,inf
6554-98-9_min,4MG8,27J_redock_4MG8,0.8628,5.4051,inf
659-22-3_min,4ZN7,DES_redock_4ZN7,0.9569,7.2095,inf
659-22-3_min,3ERD,DES_redock_3ERD,0.9568,6.7913,inf
659-22-3_min,4MGC,27M_redock_4MGC,0.9326,6.7187,inf
659-22-3_min,6CBZ,EST_redock_6CBZ,0.8969,6.5980,inf
659-22-3_min,1GWR,EST_redock_1GWR,0.8962,6.5795,inf
659-22-3_min,3UUD,EST_redock_3UUD,0.8878,6.4587,inf
659-22-3_min,4TUZ,36J_redock_4TUZ,0.8785,6.5304,inf
659-22-3_min,4MG8,27J_redock_4MG8,0.8745,6.3073,inf
659-22-3_min,1ERE,EST_redock_1ERE,0.8718,6.5288,inf
659-22-3_min,1G50,EST_redock_1G50,0.8534,6.1255,inf
659-22-3_min,4MGA,27L_redock_4MGA,0.8422,6.0553,inf
659-22-3_min,4MG9,27K_redock_4MG9,0.8203,5.3345,inf
659-22-3_min,3UU7,2OH_redock_3UU7,0.7982,5.5222,inf
67651-34-7_min,4ZN7,DES_redock_4ZN7,0.9918,7.9910,inf
67651-34-7_min,3ERD,DES_redock_3ERD,0.9908,8.1493,inf
67651-34-7_min,3UU7,2OH_redock_3UU7,0.9872,7.8620,inf
67651-34-7_min,6CBZ,EST_redock_6CBZ,0.9861,7.8224,inf
67651-34-7_min,3UUD,EST_redock_3UUD,0.9860,8.0023,inf
67651-34-7_min,1G50,EST_redock_1G50,0.9852,8.2301,inf
67651-34-7_min,4MGA,27L_redock_4MGA,0.9838,7.9241,inf
67651-34-7_min,4MGC,27M_redock_4MGC,0.9837,7.8220,inf
67651-34-7_min,1ERE,EST_redock_1ERE,0.9818,7.8540,inf
67651-34-7_min,1GWR,EST_redock_1GWR,0.9801,7.8414,inf
67651-34-7_min,4TUZ,36J_redock_4TUZ,0.9774,7.7227,inf
67651-34-7_min,4MG9,27K_redock_4MG9,0.9739,7.8138,inf
67651-34-7_min,4MG8,27J_redock_4MG8,0.9708,7.5992,inf
68-23-5_min,1ERE,EST_redock_1ERE,0.7782,6.1086,0.7805
68-23-5_min,3ERD,DES_redock_3ERD,0.7449,5.8414,inf
68-23-5_min,3UUD,EST_redock_3UUD,0.7416,5.7699,0.9382
68-23-5_min,6CBZ,EST_redock_6CBZ,0.7279,5.6663,0.8973
68-23-5_min,1GWR,EST_redock_1GWR,0.7033,5.4563,1.1291
68-23-5_min,4MG8,27J_redock_4MG8,0.6662,5.0615,inf
68-23-5_min,1G50,EST_redock_1G50,0.6602,5.0916,0.8762
68-23-5_min,4ZN7,DES_redock_4ZN7,0.6568,5.0993,inf
68-23-5_min,4TUZ,36J_redock_4TUZ,0.6385,4.8484,inf
68-23-5_min,4MG9,27K_redock_4MG9,0.6133,4.6171,inf
68-23-5_min,4MGA,27L_redock_4MGA,0.4964,3.3289,inf
68-23-5_min,3UU7,2OH_redock_3UU7,0.4928,3.6112,inf
68-23-5_min,4MGC,27M_redock_4MGC,0.4030,2.8802,inf
75938-34-0_min,3UU7,2OH_redock_3UU7,0.9390,6.7828,inf
75938-34-0_min,4MG8,27J_redock_4MG8,0.9210,7.0051,inf
75938-34-0_min,4ZN7,DES_redock_4ZN7,0.9090,7.3363,inf
75938-34-0_min,4MG9,27K_redock_4MG9,0.9012,6.6493,inf
75938-34-0_min,1GWR,EST_redock_1GWR,0.8918,6.7775,inf
75938-34-0_min,4TUZ,36J_redock_4TUZ,0.8875,6.6745,inf
75938-34-0_min,4MGC,27M_redock_4MGC,0.8818,6.6361,inf
75938-34-0_min,4MGA,27L_redock_4MGA,0.8804,6.4462,inf
75938-34-0_min,6CBZ,EST_redock_6CBZ,0.8784,6.4024,inf
75938-34-0_min,3ERD,DES_redock_3ERD,0.8655,6.5709,inf
75938-34-0_min,1G50,EST_redock_1G50,0.8627,6.8350,inf
75938-34-0_min,1ERE,EST_redock_1ERE,0.7907,5.8454,inf
75938-34-0_min,3UUD,EST_redock_3UUD,0.7897,6.1041,inf
77-09-8_min,3UU7,2OH_redock_3UU7,0.7901,5.4207,inf
77-09-8_min,4MGA,27L_redock_4MGA,0.7860,5.5174,inf
77-09-8_min,3ERD,DES_redock_3ERD,0.7631,5.4396,inf
77-09-8_min,1GWR,EST_redock_1GWR,0.7398,5.1609,inf
77-09-8_min,6CBZ,EST_redock_6CBZ,0.7361,5.1000,inf
77-09-8_min,4MG8,27J_redock_4MG8,0.7206,4.8657,inf
77-09-8_min,4ZN7,DES_redock_4ZN7,0.7106,5.0589,inf
77-09-8_min,1ERE,EST_redock_1ERE,0.6784,4.8368,inf
77-09-8_min,3UUD,EST_redock_3UUD,0.6676,4.5101,inf
77-09-8_min,1G50,EST_redock_1G50,0.6212,4.4974,inf
77-09-8_min,4MGC,27M_redock_4MGC,0.5685,3.7919,inf
77-09-8_min,4MG9,27K_redock_4MG9,0.5629,3.6725,inf
77-09-8_min,4TUZ,36J_redock_4TUZ,0.5444,3.7159,inf
77-40-7_min,4MGA,27L_redock_4MGA,0.9474,6.9228,inf
77-40-7_min,4ZN7,DES_redock_4ZN7,0.9349,6.9528,inf
77-40-7_min,3UU7,2OH_redock_3UU7,0.9237,6.6705,3.2394
